"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000177666",2639.57019969705,1.13999472385164,0.0960688393667069,11.8664358949954,1.76842181879032e-32,1.48793046919886e-29
"ENSG00000164125",7257.00808055341,1.02485232691719,0.0865760043142511,11.8376025208696,2.49482987899538e-32,1.98864202723079e-29
"ENSG00000198624",2020.04495478061,2.81410138435384,0.240634293348508,11.6945151299703,1.35961506118865e-31,1.0295685050851e-28
"ENSG00000123562",5008.55293511073,1.00454532355931,0.0890150093829452,11.2851229306478,1.55424145136195e-29,1.1209041324227e-26
"ENSG00000144369",1283.77979687001,-1.30900413721808,0.117148631900415,-11.1738747263462,5.47397375747217e-29,3.76833329804164e-26
"ENSG00000196517",241.91536257078,-2.34568773034067,0.210473662850046,-11.1448040509082,7.59112008236488e-29,4.99858754988766e-26
"ENSG00000135821",19973.4000047829,3.04139431932713,0.276017955970146,11.0188277738572,3.10070623389886e-28,1.95667482968326e-25
"ENSG00000164647",1885.61489540935,1.54719062113167,0.142632015152422,10.8474287450702,2.05114410971758e-27,1.24258310166691e-24
"ENSG00000157150",194.419230565533,2.90878364671797,0.268510811605581,10.8330224370657,2.40096952320939e-27,1.39856474726947e-24
"ENSG00000276600",308.766133363223,-1.76082839668027,0.162985378553781,-10.8035973061181,3.30976813430927e-27,1.85653475533755e-24
"ENSG00000163697",2417.25697073947,0.917524262526061,0.0859611360954204,10.6737102858619,1.35120796929568e-26,7.30858739106538e-24
"ENSG00000116285",3268.63191573428,2.44021983043098,0.22940636035579,10.637106253926,2.00252150179115e-26,1.04579959119403e-23
"ENSG00000181467",614.694820343917,-1.26188921164387,0.118695700126837,-10.6312967554463,2.13128174668079e-26,1.07594206844935e-23
"ENSG00000183044",534.268135899311,1.00628636891543,0.0950895908873339,10.5825081328589,3.59211467733504e-26,1.75492183187868e-23
"ENSG00000162692",501.804184764929,-3.53333473074742,0.33435835594121,-10.5675083872247,4.21545537429194e-26,1.99509598886411e-23
"ENSG00000163884",574.142864572114,4.53724566859663,0.431748522861206,10.5090010233925,7.85208640078212e-26,3.6036317739347e-23
"ENSG00000273259",2004.06797116422,3.36549839921695,0.323466711931181,10.4044659777324,2.36578827409022e-25,1.05381951209107e-22
"ENSG00000110756",990.645486606917,1.49026598111578,0.147018214848881,10.1366077846042,3.80069009637018e-24,1.64461290027218e-21
"ENSG00000119138",1717.46623459215,2.1278755378679,0.211779275958819,10.0476098439475,9.41225857250551e-24,3.95968489112766e-21
"ENSG00000077684",1762.18309743193,1.18958326792682,0.118691652250103,10.0224678431485,1.21432306417919e-23,4.97051967756589e-21
"ENSG00000103502",3348.30312527958,0.839753280171522,0.0839103821903415,10.0077399035871,1.40935370011274e-23,5.61701626005461e-21
"ENSG00000166482",27413.4128904298,-0.9492875689221,0.0953474149852182,-9.95609130115661,2.37205922024083e-23,9.21149663860188e-21
"ENSG00000185950",2275.98209759502,2.16650967707574,0.219971827113505,9.84903251250362,6.92069371739972e-23,2.62034765875047e-20
"ENSG00000165995",513.109573436338,3.00661382913943,0.305925153417679,9.82793927060486,8.53472690507473e-23,3.15264485310626e-20
"ENSG00000103196",3096.15933899728,2.62603420335246,0.267470544930132,9.81803138001018,9.4164406543607e-23,3.39552365976887e-20
"ENSG00000211445",12537.1799334237,3.77018286930709,0.385630163156208,9.77668042989649,1.41784625329007e-22,4.99378639676235e-20
"ENSG00000157510",502.245335458258,1.82248106240125,0.188076126247708,9.6901244127122,3.32123847652435e-22,1.14318538015821e-19
"ENSG00000197043",14235.8891385396,0.954687000916641,0.0993535823447735,9.6089841793899,7.32682279024809e-22,2.41227676431103e-19
"ENSG00000221869",1996.6227385359,1.51593635980908,0.157725271628082,9.61124583372841,7.16764185745057e-22,2.41227676431103e-19
"ENSG00000139289",2896.74376144142,-1.07092614947874,0.112128921986782,-9.55084674411648,1.28640526647005e-21,4.14523569376361e-19
"ENSG00000131389",738.395170724894,-1.96399622611387,0.20586962866772,-9.539999847592,1.42832524761195e-21,4.50666372397563e-19
"ENSG00000158246",70.9156124341666,2.34457248798795,0.246715796123633,9.50313082836839,2.03672776401692e-21,6.29515142572168e-19
"ENSG00000145777",152.344620594276,-2.71541754587151,0.288503128555669,-9.41209046662921,4.86365826041336e-21,1.47320208707921e-18
"ENSG00000181061",2495.79383552303,1.26971866275927,0.13546832842459,9.37280822407189,7.06278770170235e-21,2.09737097533886e-18
"ENSG00000157214",3042.42442776058,1.99782070002371,0.213890144513971,9.34040558326526,9.59657959589099e-21,2.79500380730325e-18
"ENSG00000108821",102624.279264829,-1.27736598509062,0.137384692034579,-9.29773154616899,1.43473949888285e-20,4.02391290936681e-18
"ENSG00000151726",1467.32301351221,1.57907014875435,0.169811394266281,9.29896462824056,1.41819929310962e-20,4.02391290936681e-18
"ENSG00000124766",1291.40790053461,-2.33654878399861,0.251630061493867,-9.28565041127075,1.60722512815064e-20,4.42571355742571e-18
"ENSG00000141401",619.513260387526,2.19485418360676,0.237408094364114,9.2450688738544,2.35089257578714e-20,6.35790501076718e-18
"ENSG00000003402",3368.72335143759,1.16249955008498,0.126122439896517,9.21723010622696,3.04873787380974e-20,7.85935617497811e-18
"ENSG00000112837",2671.19815511368,-1.63666383201906,0.177535574530159,-9.21879367755125,3.00461316320463e-20,7.85935617497811e-18
"ENSG00000157514",2226.72449000203,3.34428297469443,0.362847481250102,9.21677329320993,3.06174984697067e-20,7.85935617497811e-18
"ENSG00000169715",553.702542171806,2.16215512840955,0.235815109493224,9.16885747082154,4.7805882109498e-20,1.18691817139073e-17
"ENSG00000196975",4931.1015623731,1.12894750999332,0.123110301964489,9.17021152558754,4.72091763591232e-20,1.18691817139073e-17
"ENSG00000128923",1481.50742728071,1.05791485275872,0.116142320966586,9.1087800205326,8.33135134576363e-20,2.03513413115468e-17
"ENSG00000143320",1513.74032144022,-1.70763401563628,0.187609511863928,-9.10206523470308,8.86301746871434e-20,2.13064126291553e-17
"ENSG00000177283",147.951649785997,2.4651788992352,0.272263380413465,9.05439025803441,1.37332901502879e-19,3.24985436447046e-17
"ENSG00000164484",814.401987519494,-1.18488989788323,0.130895716018245,-9.05216712912189,1.40158570261912e-19,3.26569468710255e-17
"ENSG00000157613",2823.8992896954,-0.967541096752941,0.107808249887194,-8.97464802336867,2.84259180835013e-19,6.52288680870647e-17
"ENSG00000072958",2239.04534337653,1.10184715546394,0.123239426619797,8.94070335837587,3.86701134154348e-19,8.74117712950388e-17
"ENSG00000019995",2150.37632011757,0.983999268221178,0.111167111344814,8.85153222313248,8.63258413928955e-19,1.92265421749324e-16
"ENSG00000012048",241.117643587367,-1.40352742335579,0.158893365112181,-8.83314053022216,1.01777025343311e-18,2.23393195481805e-16
"ENSG00000154734",29872.9878556811,2.18781090856898,0.248577138462816,8.8013359639517,1.35196948307988e-18,2.92508254589211e-16
"ENSG00000185432",3844.86229573871,2.27103730440435,0.259706998619893,8.74461341616843,2.23780498179811e-18,4.77345865483554e-16
"ENSG00000159884",556.366128273062,1.06266588913802,0.121870817148425,8.71960912384633,2.79163824975809e-18,5.87213351285921e-16
"ENSG00000163513",13345.3548115132,1.4709020397981,0.16875358437875,8.71627139188229,2.87513648441992e-18,5.964923569389e-16
"ENSG00000139132",1181.85578266924,2.05688309768939,0.236535588526637,8.69587156208316,3.44177591117527e-18,7.04401299658777e-16
"ENSG00000196136",739.309178654879,3.1963074736077,0.370210744612411,8.63375123527019,5.93720463596521e-18,1.19891952282258e-15
"ENSG00000172986",767.400836637411,-1.64194435320164,0.190239803292959,-8.630919107255,6.08609169335673e-18,1.21281393020905e-15
"ENSG00000183160",2936.72405730511,-1.17321055964281,0.136033880240445,-8.62439972725264,6.44297046117989e-18,1.26725698226714e-15
"ENSG00000103485",876.983547374098,-1.12050846314556,0.130413296362057,-8.59198022289671,8.54831054942635e-18,1.65979696501362e-15
"ENSG00000173838",68.6105850526452,3.42349509217423,0.399943746316813,8.55994155103585,1.12924756872722e-17,2.16486764916123e-15
"ENSG00000169738",602.04981640171,1.96040513507749,0.230200228841999,8.51608682119529,1.65035124503371e-17,3.12432120075444e-15
"ENSG00000197321",9110.11696451622,-0.69969819887294,0.0822321278235991,-8.50881787193811,1.75715593343468e-17,3.28544772986027e-15
"ENSG00000146592",694.975972522806,-2.0498113100369,0.241239022545694,-8.4970138263955,1.94530272746537e-17,3.59287924481256e-15
"ENSG00000099860",373.609719689536,1.41592439839579,0.167704259704207,8.44298410125758,3.0933719002106e-17,5.64447197936018e-15
"ENSG00000128311",323.623146252674,1.34158940745348,0.159010398546739,8.43711744461253,3.25259594982277e-17,5.86435305476975e-15
"ENSG00000134253",144.951068185965,-1.98700571939163,0.235867466692689,-8.42424666382877,3.63078666582446e-17,6.46920753575428e-15
"ENSG00000253368",1051.87338068471,1.99298365819332,0.236818150278588,8.41567107862645,3.90652019673043e-17,6.87956376505608e-15
"ENSG00000134243",5569.87422804189,2.21273109333576,0.263715448078885,8.3906009657571,4.83663351848978e-17,8.4196338663825e-15
"ENSG00000162616",1478.62500195149,1.36934250607851,0.163262423330719,8.38737094637295,4.97134439671019e-17,8.55579669183817e-15
"ENSG00000150907",688.476650962791,2.30496442388122,0.276350950394282,8.34071466225328,7.38428824401745e-17,1.25657354444544e-14
"ENSG00000167549",2012.78985108593,2.38044046101997,0.287112193349438,8.29097654561398,1.12322434070791e-16,1.89013696000236e-14
"ENSG00000137076",20054.8384767669,0.638116630872099,0.0770161139830288,8.285495046046,1.17618806797443e-16,1.95751299884316e-14
"ENSG00000132970",1317.16857123589,1.08140845100657,0.130730540411017,8.2720414648836,1.31684486207635e-16,2.16778428653765e-14
"ENSG00000133142",3090.51775861329,1.47987220298306,0.179407703343088,8.24865474228295,1.60187498450284e-16,2.60864480003177e-14
"ENSG00000148120",677.473392933758,1.23763748703479,0.150979302547631,8.19739835958208,2.45645351848097e-16,3.91610405656781e-14
"ENSG00000163491",152.333491281033,-2.07305359103875,0.252883641350438,-8.19765794247632,2.45115643046518e-16,3.91610405656781e-14
"ENSG00000183722",3035.76768508864,0.709162956566946,0.0867529407819199,8.17451201279326,2.97065731264725e-16,4.6865213541711e-14
"ENSG00000103064",1735.71982860339,1.37532680433612,0.168769287538619,8.14915334652584,3.66480987701657e-16,5.72201500901195e-14
"ENSG00000162704",2647.51641081926,0.896589539873544,0.110466446873079,8.11639701694838,4.80227870655463e-16,7.36550553097633e-14
"ENSG00000179593",68.3800745222305,8.90550233947416,1.09726597228736,8.1160835789975,4.81469163134141e-16,7.36550553097633e-14
"ENSG00000143891",522.025378125847,-1.13399619834378,0.140282451963776,-8.08366393992457,6.28493715534938e-16,9.51853732177663e-14
"ENSG00000163110",1307.00957672327,1.48535581378263,0.184070106223572,8.06951136312439,7.05800652917098e-16,1.05835157311183e-13
"ENSG00000102804",5382.05257204899,1.15093410882361,0.142663239291309,8.06748896590999,7.17586884809883e-16,1.06547582063193e-13
"ENSG00000127824",250.256189339771,-1.69363993720829,0.210245004365542,-8.05555376841985,7.91197793763425e-16,1.16336801811137e-13
"ENSG00000125503",2642.92992334253,0.679974329904599,0.0848746793235209,8.01150985575696,1.13308652781842e-15,1.65005725613557e-13
"ENSG00000138078",1711.69454421181,-0.721079630640066,0.0901097543810752,-8.00223722273852,1.22178712006516e-15,1.76228246984636e-13
"ENSG00000101342",53.7031368272962,4.13426779244229,0.517090844348377,7.99524462215567,1.29316854703253e-15,1.84764506083091e-13
"ENSG00000112576",646.673183511032,1.08122142303048,0.135302008285757,7.99117054306354,1.33663500410827e-15,1.89190066702988e-13
"ENSG00000104756",1773.42785790779,0.750040278372764,0.0939288834762343,7.98519316544988,1.40302429920715e-15,1.96748176032337e-13
"ENSG00000105516",103.555045793919,-1.6332025615575,0.205103830971802,-7.96280866046837,1.68177420738319e-15,2.33674040099252e-13
"ENSG00000198431",22550.132525209,1.47807414050153,0.186257459651699,7.93565070234249,2.09394561229903e-15,2.8829823907517e-13
"ENSG00000118689",5353.974568445,1.27540191485898,0.160751402189072,7.934001803349,2.12195013490331e-15,2.89521935073069e-13
"ENSG00000130066",4094.02815137334,1.31953749489707,0.166821439920947,7.90987954259578,2.57638061596109e-15,3.45303402024166e-13
"ENSG00000149218",2046.64979798996,1.9736548950328,0.249509172503764,7.91014965593306,2.5707966118103e-15,3.45303402024166e-13
"ENSG00000138316",788.996860846473,-2.41081460770064,0.305191599723837,-7.89934785191386,2.80366435520768e-15,3.72469268944038e-13
"ENSG00000161647",159.566408849098,1.74649175912593,0.222332228404502,7.85532431199507,3.98739049911722e-15,5.25121992253307e-13
